ProductID,ProductName,ProductPrice,ProductCategory
28577332,strategize ubiquitous architectures,447,Toys
423671,whiteboard front-end e-commerce,258,Books
190029,aggregate one-to-one experiences,303,Groceries
8470661,revolutionize user-centric action-items,432,Furniture
4371200,architect e-business content,94,Books
4096236,disintermediate B2C action-items,409,Sports
4082707,synthesize rich deliverables,132,Sports
185796,implement best-of-breed action-items,148,Clothing
142029,evolve sticky models,444,Clothing
7620503,mesh global architectures,376,Sports
83329302,strategize frictionless architectures,430,Electronics
86418949,re-intermediate interactive e-tailers,298,Books
9956242,seize bricks-and-clicks functionalities,51,Electronics
41037505,reinvent intuitive architectures,436,Clothing
357334,matrix strategic solutions,387,Furniture
3983248,re-intermediate innovative partnerships,234,Furniture
48054325,syndicate collaborative solutions,399,Books
8895131,orchestrate enterprise networks,248,Electronics
1705773,disintermediate collaborative vortals,374,Toys
4061353,generate synergistic initiatives,81,Sports
49060386,brand visionary relationships,179,Groceries
6154334,leverage out-of-the-box interfaces,322,Furniture
746422,empower proactive functionalities,78,Furniture
85751750,iterate mission-critical metrics,50,Electronics
60655881,scale collaborative applications,496,Clothing
75315561,strategize rich initiatives,123,Groceries
239172,optimize holistic experiences,52,Groceries
652089,scale enterprise architectures,152,Sports
440189,optimize B2C ROI,76,Groceries
140945,leverage killer channels,205,Clothing
09679268,reinvent open-source mindshare,492,Electronics
76293454,e-enable magnetic technologies,373,Toys
40356049,exploit efficient e-services,283,Toys
96918072,facilitate ubiquitous eyeballs,242,Electronics
03181473,matrix holistic communities,50,Clothing
267607,facilitate bleeding-edge infrastructures,351,Groceries
5567914,strategize B2B methodologies,302,Furniture
92911142,architect global partnerships,383,Furniture
89994649,streamline open-source infrastructures,90,Books
858773,maximize efficient partnerships,265,Toys
18954084,embrace transparent e-commerce,121,Clothing
1683809,optimize bleeding-edge action-items,477,Sports
5322916,evolve vertical portals,126,Groceries
669177,iterate compelling relationships,178,Electronics
7255535,innovate rich action-items,209,Electronics
668941,facilitate rich convergence,446,Furniture
270228,re-contextualize synergistic portals,183,Toys
83055798,exploit frictionless schemas,202,Electronics
9854339,facilitate cross-platform platforms,356,Clothing
5080694,deliver 24/7 vortals,259,Toys
44786834,architect customized vortals,408,Clothing
68749187,leverage bleeding-edge content,412,Furniture
799988,strategize dot-com markets,252,Sports
905808,envisioneer viral web services,466,Groceries
8018102,empower granular vortals,200,Furniture
96292336,implement e-business platforms,427,Groceries
8351847,brand user-centric initiatives,205,Groceries
9070061,architect holistic experiences,294,Clothing
9611750,iterate magnetic initiatives,312,Toys
630357,exploit B2C users,500,Groceries
471347,incubate mission-critical content,477,Sports
898170,harness best-of-breed bandwidth,118,Toys
2393876,expedite e-business deliverables,456,Sports
221627,redefine best-of-breed networks,496,Sports
05245106,engage leading-edge portals,160,Groceries
2471554,disintermediate end-to-end bandwidth,220,Clothing
992542,optimize revolutionary info-mediaries,309,Books
195688,evolve plug-and-play bandwidth,140,Books
731563,extend impactful ROI,320,Books
047141,transform vertical info-mediaries,235,Electronics
989100,seize intuitive synergies,127,Clothing
4719307,unleash real-time e-tailers,186,Clothing
5615448,deploy clicks-and-mortar paradigms,234,Furniture
281426,embrace virtual bandwidth,150,Electronics
7736372,reinvent killer relationships,308,Toys
1272738,repurpose leading-edge paradigms,251,Groceries
615270,productize wireless markets,234,Furniture
5132522,innovate best-of-breed partnerships,364,Toys
776202,transition visionary schemas,353,Groceries
7032869,extend distributed niches,236,Books
69086670,matrix wireless vortals,455,Clothing
33424966,syndicate global vortals,114,Sports
410160,morph next-generation portals,445,Electronics
9224231,empower integrated initiatives,348,Clothing
44123104,seize open-source platforms,333,Furniture
88774015,facilitate proactive interfaces,335,Sports
83740672,deploy seamless deliverables,120,Electronics
094660,drive distributed web-readiness,51,Groceries
24810485,innovate plug-and-play initiatives,159,Clothing
1740217,implement value-added architectures,207,Furniture
726196,engage user-centric deliverables,435,Toys
225916,enhance transparent e-services,182,Groceries
030693,engage mission-critical channels,380,Furniture
7438152,seize compelling web services,267,Sports
551921,visualize distributed bandwidth,444,Sports
795984,deploy mission-critical eyeballs,227,Groceries
37133832,drive web-enabled portals,261,Clothing
70272971,enable interactive e-business,178,Furniture
9688829,visualize vertical methodologies,217,Groceries
5499268,visualize innovative technologies,136,Toys
824290,productize enterprise markets,378,Furniture
19118431,redefine collaborative networks,291,Toys
3576617,unleash integrated partnerships,220,Toys
0748125,utilize innovative markets,315,Furniture
002347,target seamless experiences,158,Sports
72406631,syndicate vertical initiatives,268,Groceries
50331665,generate user-centric methodologies,220,Clothing
08079280,transform open-source markets,487,Books
38925528,mesh granular content,431,Clothing
2102099,matrix innovative portals,84,Groceries
295131,re-contextualize interactive deliverables,160,Furniture
5913502,disintermediate web-enabled bandwidth,300,Furniture
2428430,integrate one-to-one metrics,479,Books
211524,whiteboard 24/365 convergence,206,Electronics
535341,brand end-to-end platforms,67,Furniture
3992977,empower out-of-the-box convergence,97,Books
939354,enhance next-generation supply-chains,356,Groceries
85416704,utilize seamless e-business,274,Clothing
8416868,integrate frictionless communities,143,Clothing
3656245,reinvent strategic bandwidth,78,Books
0718795,harness bricks-and-clicks infrastructures,55,Electronics
9702936,aggregate next-generation web-readiness,131,Electronics
1444692,incubate robust partnerships,264,Toys
10395776,engage B2B bandwidth,110,Toys
959244,repurpose 24/7 convergence,99,Toys
08036396,redefine viral ROI,165,Books
32418058,engineer granular systems,328,Groceries
1259596,target mission-critical e-services,320,Groceries
431442,whiteboard magnetic users,285,Clothing
16235648,re-contextualize B2C vortals,380,Furniture
37946879,evolve cutting-edge convergence,367,Toys
370152,whiteboard strategic infrastructures,224,Electronics
6307613,productize e-business ROI,206,Furniture
3251116,morph customized functionalities,451,Sports
3411635,enable efficient infrastructures,158,Electronics
4690244,expedite turn-key deliverables,260,Sports
21333574,incentivize wireless e-tailers,64,Books
655307,expedite out-of-the-box experiences,224,Books
963791,facilitate cross-media info-mediaries,434,Clothing
145788,scale frictionless models,197,Books
98059334,deploy back-end supply-chains,63,Sports
613584,facilitate rich infrastructures,147,Groceries
535184,integrate B2C e-commerce,232,Books
7933756,optimize open-source ROI,273,Groceries
98320663,re-intermediate out-of-the-box web-readiness,235,Groceries
05345020,expedite 24/365 portals,260,Toys
2512141,innovate back-end experiences,430,Clothing
69341256,grow intuitive convergence,60,Sports
7588605,grow frictionless content,263,Toys
0131395,seize one-to-one technologies,180,Toys
6806714,morph proactive functionalities,372,Electronics
49440278,mesh turn-key metrics,62,Books
667806,maximize back-end ROI,417,Furniture
721989,synergize virtual solutions,137,Sports
445415,incubate global functionalities,461,Groceries
165094,strategize killer supply-chains,435,Groceries
9723580,maximize e-business supply-chains,256,Electronics
45879026,syndicate interactive technologies,129,Groceries
528442,morph e-business supply-chains,216,Clothing
68823157,engineer virtual portals,342,Sports
12461747,orchestrate next-generation relationships,404,Sports
42647887,innovate wireless bandwidth,403,Clothing
8549858,synthesize back-end action-items,92,Electronics
546348,leverage rich web-readiness,52,Furniture
703155,synthesize collaborative info-mediaries,180,Books
4175265,transform turn-key channels,358,Groceries
83765205,exploit front-end functionalities,269,Clothing
28692376,seize plug-and-play ROI,278,Sports
48602155,reinvent dot-com info-mediaries,447,Clothing
67757306,scale mission-critical content,341,Furniture
4264673,iterate magnetic bandwidth,353,Toys
64474723,monetize robust niches,296,Furniture
64310330,revolutionize back-end metrics,74,Toys
605764,deploy global schemas,60,Furniture
66031013,architect clicks-and-mortar bandwidth,150,Sports
359926,leverage out-of-the-box methodologies,422,Sports
08284244,empower next-generation models,242,Toys
063737,grow synergistic models,324,Sports
515626,grow robust supply-chains,130,Furniture
746260,expedite viral e-commerce,483,Books
70883464,monetize plug-and-play vortals,462,Books
85838749,cultivate bricks-and-clicks action-items,377,Electronics
79125000,maximize out-of-the-box e-business,177,Clothing
36081973,whiteboard extensible e-tailers,267,Clothing
31679586,maximize revolutionary e-services,472,Furniture
7565884,enhance world-class users,58,Furniture
6596037,harness strategic e-markets,87,Groceries
06725014,deliver cutting-edge synergies,73,Electronics
4176131,redefine web-enabled markets,313,Sports
8324693,implement turn-key action-items,471,Furniture
84666020,seize intuitive portals,236,Books
822008,cultivate magnetic convergence,340,Toys
212194,monetize web-enabled users,273,Electronics
64865900,repurpose clicks-and-mortar applications,68,Books
6453238,grow proactive experiences,454,Sports
3748458,visualize next-generation mindshare,254,Books
26373499,re-intermediate extensible e-business,85,Groceries
117564,facilitate cross-platform niches,274,Electronics
8336027,expedite dot-com content,67,Groceries
48417969,benchmark seamless functionalities,235,Books
28861736,utilize e-business metrics,273,Toys
7570788,transition next-generation users,477,Furniture
8822726,iterate impactful infrastructures,292,Books
5490234,enable extensible markets,157,Clothing
687112,target killer schemas,279,Clothing
484210,e-enable bricks-and-clicks vortals,197,Books
817418,synthesize bricks-and-clicks e-markets,113,Groceries
158974,re-intermediate integrated vortals,331,Clothing
4257993,matrix customized models,483,Electronics
43515173,productize front-end models,322,Books
3060083,morph mission-critical networks,137,Furniture
44596721,brand sticky systems,65,Electronics
22059026,drive seamless platforms,348,Sports
11370428,benchmark vertical niches,59,Electronics
06659553,cultivate real-time markets,441,Clothing
828764,facilitate web-enabled e-tailers,463,Toys
7089484,engage frictionless initiatives,93,Electronics
4732719,unleash granular synergies,159,Books
107932,redefine cross-platform e-business,212,Groceries
501296,target leading-edge mindshare,423,Electronics
38226197,morph one-to-one synergies,317,Books
162259,morph holistic action-items,209,Clothing
92589696,re-contextualize virtual methodologies,240,Sports
3798957,exploit proactive interfaces,492,Toys
841325,enable 24/7 supply-chains,337,Books
78988918,expedite next-generation e-tailers,63,Sports
161020,mesh revolutionary mindshare,355,Toys
3708619,whiteboard proactive vortals,169,Toys
557646,optimize distributed markets,407,Electronics
731750,benchmark best-of-breed communities,327,Electronics
383140,facilitate frictionless technologies,241,Furniture
6569983,morph viral content,120,Toys
91453911,deploy e-business e-tailers,423,Groceries
057710,implement customized networks,124,Sports
7421233,embrace 24/365 synergies,179,Furniture
3748444,generate end-to-end channels,442,Books
16849572,optimize visionary e-commerce,245,Books
7876242,unleash mission-critical niches,118,Sports
18098024,incentivize clicks-and-mortar users,379,Groceries
724342,grow magnetic niches,466,Clothing
26046925,enable distributed bandwidth,159,Sports
1578197,redefine open-source e-business,82,Toys
66471856,engage proactive convergence,492,Clothing
4812735,evolve bricks-and-clicks e-business,348,Clothing
112927,expedite interactive e-tailers,52,Furniture
5838522,morph visionary e-markets,448,Books
36796777,repurpose rich e-markets,202,Clothing
010274,matrix turn-key supply-chains,351,Electronics
7163535,revolutionize cutting-edge deliverables,182,Books
9533546,extend 24/7 experiences,468,Clothing
1891846,brand revolutionary supply-chains,414,Books
25756372,transition dynamic infrastructures,279,Books
495806,deliver real-time eyeballs,296,Sports
88442329,innovate customized platforms,420,Electronics
0208572,disintermediate cross-platform functionalities,331,Toys
332662,revolutionize extensible ROI,275,Furniture
77071323,disintermediate scalable paradigms,258,Clothing
192102,drive ubiquitous schemas,388,Clothing
17991721,expedite value-added architectures,283,Groceries
0497020,matrix extensible interfaces,322,Groceries
320111,iterate rich schemas,81,Furniture
3953958,strategize efficient content,426,Electronics
156082,incentivize plug-and-play info-mediaries,310,Furniture
908087,transition enterprise e-tailers,487,Electronics
273575,deploy impactful e-services,339,Toys
4306478,utilize revolutionary partnerships,317,Groceries
7760363,maximize clicks-and-mortar mindshare,55,Sports
555428,redefine e-business functionalities,216,Furniture
8837682,enhance B2C architectures,83,Furniture
2181476,leverage one-to-one info-mediaries,282,Books
51005417,matrix plug-and-play paradigms,50,Electronics
6189930,grow collaborative bandwidth,205,Furniture
0660700,disintermediate 24/7 vortals,142,Toys
943663,repurpose value-added e-business,98,Groceries
084586,leverage dynamic experiences,355,Groceries
879095,reinvent bleeding-edge web services,424,Groceries
71339247,streamline virtual initiatives,203,Clothing
7833744,generate B2C e-tailers,284,Electronics
78478122,aggregate revolutionary content,393,Toys
6632795,disintermediate plug-and-play architectures,321,Electronics
925227,re-contextualize front-end web services,137,Books
33558443,optimize turn-key partnerships,154,Clothing
5728135,grow frictionless web services,96,Sports
6937799,disintermediate collaborative schemas,409,Sports
7074120,brand customized metrics,446,Furniture
57083420,architect plug-and-play deliverables,448,Books
514558,generate leading-edge solutions,101,Sports
933570,cultivate user-centric methodologies,161,Electronics
4487268,optimize turn-key experiences,405,Sports
39230723,cultivate interactive schemas,396,Toys
1117027,syndicate vertical technologies,273,Furniture
16972085,evolve B2B users,438,Furniture
8355087,redefine e-business applications,69,Sports
5641793,harness magnetic deliverables,443,Groceries
441731,grow intuitive functionalities,359,Sports
8162835,empower interactive functionalities,93,Clothing
5278400,enable dot-com portals,373,Electronics
918341,deploy innovative schemas,174,Electronics
74401556,utilize open-source partnerships,69,Toys
12410724,transition collaborative supply-chains,135,Books
28520863,e-enable holistic methodologies,257,Furniture
86660203,facilitate next-generation portals,450,Sports
88180748,re-intermediate wireless bandwidth,471,Sports
371061,innovate web-enabled schemas,384,Electronics
468379,matrix dot-com communities,412,Furniture
71312501,grow wireless solutions,387,Groceries
57448182,transform holistic paradigms,240,Clothing
16769376,utilize best-of-breed e-markets,268,Sports
206059,empower dot-com vortals,434,Furniture
57619682,implement turn-key supply-chains,166,Electronics
8833032,transition viral platforms,362,Books
347205,implement user-centric e-tailers,477,Sports
063342,orchestrate bleeding-edge interfaces,203,Electronics
7093471,enhance best-of-breed synergies,139,Furniture
34477717,mesh value-added content,158,Sports
86029316,synergize proactive mindshare,144,Sports
31021773,evolve efficient communities,233,Clothing
7788881,drive cross-media users,231,Books
922895,aggregate bricks-and-clicks vortals,236,Sports
430466,redefine magnetic networks,102,Books
1102855,extend wireless experiences,312,Toys
587605,unleash mission-critical ROI,482,Electronics
52925951,incentivize visionary metrics,118,Electronics
70741720,disintermediate dynamic platforms,167,Books
27138288,matrix open-source supply-chains,379,Toys
4085741,embrace collaborative methodologies,425,Toys
27458624,redefine cutting-edge partnerships,52,Groceries
1413230,enhance user-centric partnerships,269,Clothing
3563939,deploy dot-com mindshare,495,Books
250699,implement cutting-edge eyeballs,483,Electronics
42583105,drive B2B content,138,Clothing
63368423,maximize customized networks,122,Clothing
0873770,engage synergistic web services,233,Toys
1448683,utilize one-to-one portals,236,Furniture
495049,matrix cross-platform networks,88,Clothing
2758106,transform enterprise mindshare,356,Groceries
77077789,productize rich infrastructures,422,Electronics
13592992,unleash mission-critical e-services,474,Toys
16884068,morph wireless vortals,237,Electronics
3749103,re-contextualize frictionless markets,277,Groceries
4816878,envisioneer end-to-end communities,301,Books
5318431,monetize efficient e-tailers,125,Sports
75288780,re-contextualize best-of-breed relationships,345,Electronics
84458245,utilize global portals,399,Sports
0962563,integrate 24/365 e-markets,221,Furniture
7761640,engage 24/365 platforms,477,Groceries
09812238,engineer transparent ROI,265,Electronics
08849279,syndicate visionary platforms,245,Electronics
15645280,repurpose best-of-breed experiences,76,Groceries
6321482,grow seamless interfaces,386,Sports
6551814,redefine magnetic interfaces,113,Furniture
711085,visualize bricks-and-clicks models,65,Sports
277780,streamline open-source relationships,303,Books
11131478,leverage revolutionary web-readiness,105,Groceries
84327478,implement sticky schemas,324,Books
310957,benchmark collaborative e-tailers,194,Toys
810805,incubate leading-edge e-markets,220,Sports
8647695,facilitate bricks-and-clicks content,487,Sports
67802238,seize dynamic initiatives,235,Books
4599968,incentivize transparent bandwidth,73,Books
2577516,monetize one-to-one synergies,358,Electronics
138907,mesh cross-media synergies,300,Sports
66907475,optimize cross-media eyeballs,152,Toys
7981611,embrace integrated action-items,165,Electronics
7357442,grow rich metrics,394,Sports
4610848,maximize bricks-and-clicks schemas,296,Sports
416172,harness global info-mediaries,272,Clothing
87056331,whiteboard sticky e-markets,204,Groceries
5994002,grow distributed models,465,Groceries
766023,generate holistic users,259,Groceries
36316543,syndicate intuitive architectures,119,Toys
4172011,re-intermediate synergistic vortals,94,Groceries
16901472,grow seamless solutions,267,Groceries
463924,revolutionize robust relationships,458,Furniture
8801693,repurpose proactive relationships,233,Sports
237021,evolve user-centric partnerships,243,Clothing
567390,transition impactful synergies,267,Toys
745615,productize interactive networks,121,Books
